Model,Dataset,Trainable_Parameters,FLOPs,Accuracy,Robustness,Speed
effnet_baseline,Clean,129381,5801568896,0.5312475247524753,1.0,0.00961156709123366
effnet_baseline,Blur_Little,129381,5801568896,0.4091089108910891,0.7700909497539883,0.01062428918215308
effnet_baseline,Blur_Medium,129381,5801568896,0.26685148514851487,0.5023110183390488,0.010390010286085676
effnet_baseline,Downsampled,129381,5801568896,0.1381782178217822,0.26010138661100346,0.010172364197155037
effnet_baseline,Masked,129381,5801568896,0.5161584158415842,0.971596839123304,0.010810729631102911
effnet_baseline,Noise_Rotation,129381,5801568896,0.49956435643564356,0.9403608170568063,0.011741093673328361
